entity_type,entity_id,segment_id,slot_pos,change_type,metric_trigger,before_value,after_value,explanation
slot,US_55_slot2,High-Intent Trialists,2.0,template_and_window_updated,old_arm_label=GOOD;old_ctr=0.458;new_pm=0.500,TPL_0032|evening,TPL_0037|night,"TPL_0032 at evening had CTR=45.8% (label=GOOD in High-Intent Trialists). Replaced by TPL_0037 at night (posterior_mean=0.500, label=NEUTRAL)."
slot,US_55_slot3,High-Intent Trialists,3.0,template_and_window_updated,old_arm_label=GOOD;old_ctr=0.384;new_pm=0.500,TPL_0033|night,TPL_0038|late_afternoon,"TPL_0033 at night had CTR=38.4% (label=GOOD in High-Intent Trialists). Replaced by TPL_0038 at late_afternoon (posterior_mean=0.500, label=NEUTRAL)."
slot,US_56_slot1,High-Intent Trialists,1.0,template_and_window_updated,old_arm_label=GOOD;old_ctr=0.556;new_pm=0.556,TPL_0031|night,TPL_0036|early_morning,"TPL_0031 at night had CTR=55.6% (label=GOOD in High-Intent Trialists). Replaced by TPL_0036 at early_morning (posterior_mean=0.556, label=GOOD)."
slot,US_56_slot2,High-Intent Trialists,2.0,template_and_window_updated,old_arm_label=GOOD;old_ctr=0.511;new_pm=0.500,TPL_0032|night,TPL_0037|afternoon,"TPL_0032 at night had CTR=51.1% (label=GOOD in High-Intent Trialists). Replaced by TPL_0037 at afternoon (posterior_mean=0.500, label=NEUTRAL)."
slot,US_56_slot3,High-Intent Trialists,3.0,template_and_window_updated,old_arm_label=GOOD;old_ctr=0.348;new_pm=0.500,TPL_0033|evening,TPL_0038|afternoon,"TPL_0033 at evening had CTR=34.8% (label=GOOD in High-Intent Trialists). Replaced by TPL_0038 at afternoon (posterior_mean=0.500, label=NEUTRAL)."
slot,US_6_slot1,High-Intent Trialists,1.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.556,TPL_0031|early_morning,TPL_0036|night,"TPL_0031 at early_morning had CTR=0.0% (label=UNKNOWN in High-Intent Trialists). Replaced by TPL_0036 at night (posterior_mean=0.556, label=GOOD)."
slot,US_6_slot2,High-Intent Trialists,2.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.500,TPL_0032|early_morning,TPL_0037|mid_morning,"TPL_0032 at early_morning had CTR=0.0% (label=UNKNOWN in High-Intent Trialists). Replaced by TPL_0037 at mid_morning (posterior_mean=0.500, label=NEUTRAL)."
slot,US_6_slot3,High-Intent Trialists,3.0,template_and_window_updated,old_arm_label=GOOD;old_ctr=0.348;new_pm=0.500,TPL_0033|evening,TPL_0038|afternoon,"TPL_0033 at evening had CTR=34.8% (label=GOOD in High-Intent Trialists). Replaced by TPL_0038 at afternoon (posterior_mean=0.500, label=NEUTRAL)."
slot,US_9_slot1,High-Intent Trialists,1.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.556,TPL_0031|early_morning,TPL_0036|night,"TPL_0031 at early_morning had CTR=0.0% (label=UNKNOWN in High-Intent Trialists). Replaced by TPL_0036 at night (posterior_mean=0.556, label=GOOD)."
slot,US_9_slot2,High-Intent Trialists,2.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.500,TPL_0032|early_morning,TPL_0037|afternoon,"TPL_0032 at early_morning had CTR=0.0% (label=UNKNOWN in High-Intent Trialists). Replaced by TPL_0037 at afternoon (posterior_mean=0.500, label=NEUTRAL)."
slot,US_9_slot3,High-Intent Trialists,3.0,template_replaced,old_pm=0.583;new_pm=0.500,TPL_0033|evening,TPL_0038|evening,"TPL_0033 (posterior_mean=0.583, label=GOOD) replaced by TPL_0038 (posterior_mean=0.500, label=NEUTRAL) in High-Intent Trialists."
slot,US_15_slot1,Lost Customers,1.0,template_and_window_updated,old_arm_label=GOOD;old_ctr=0.459;new_pm=0.472,TPL_0026|evening,TPL_0041|late_afternoon,"TPL_0026 at evening had CTR=45.9% (label=GOOD in Lost Customers). Replaced by TPL_0041 at late_afternoon (posterior_mean=0.472, label=NEUTRAL)."
slot,US_15_slot2,Lost Customers,2.0,slot_dropped,slot_dropped_by_frequency_guardrail,TPL_0027|evening,null,Slot was active in iter0 (TPL_0027 at evening) but removed in iter1. Frequency guardrail reduced total notifications for Lost Customers.
slot,US_15_slot3,Lost Customers,3.0,slot_dropped,slot_dropped_by_frequency_guardrail,TPL_0028|mid_morning,null,Slot was active in iter0 (TPL_0028 at mid_morning) but removed in iter1. Frequency guardrail reduced total notifications for Lost Customers.
slot,US_20_slot1,Lost Customers,1.0,template_and_window_updated,old_arm_label=GOOD;old_ctr=0.470;new_pm=0.472,TPL_0026|early_morning,TPL_0041|late_afternoon,"TPL_0026 at early_morning had CTR=47.0% (label=GOOD in Lost Customers). Replaced by TPL_0041 at late_afternoon (posterior_mean=0.472, label=NEUTRAL)."
slot,US_20_slot2,Lost Customers,2.0,slot_dropped,slot_dropped_by_frequency_guardrail,TPL_0027|early_morning,null,Slot was active in iter0 (TPL_0027 at early_morning) but removed in iter1. Frequency guardrail reduced total notifications for Lost Customers.
slot,US_20_slot3,Lost Customers,3.0,slot_dropped,slot_dropped_by_frequency_guardrail,TPL_0028|mid_morning,null,Slot was active in iter0 (TPL_0028 at mid_morning) but removed in iter1. Frequency guardrail reduced total notifications for Lost Customers.
slot,US_28_slot1,Lost Customers,1.0,template_and_window_updated,old_arm_label=GOOD;old_ctr=0.537;new_pm=0.472,TPL_0026|night,TPL_0041|late_afternoon,"TPL_0026 at night had CTR=53.7% (label=GOOD in Lost Customers). Replaced by TPL_0041 at late_afternoon (posterior_mean=0.472, label=NEUTRAL)."
slot,US_28_slot2,Lost Customers,2.0,slot_dropped,slot_dropped_by_frequency_guardrail,TPL_0027|night,null,Slot was active in iter0 (TPL_0027 at night) but removed in iter1. Frequency guardrail reduced total notifications for Lost Customers.
slot,US_28_slot3,Lost Customers,3.0,slot_dropped,slot_dropped_by_frequency_guardrail,TPL_0028|mid_morning,null,Slot was active in iter0 (TPL_0028 at mid_morning) but removed in iter1. Frequency guardrail reduced total notifications for Lost Customers.
slot,US_2_slot1,Lost Customers,1.0,template_replaced,old_pm=0.611;new_pm=0.472,TPL_0026|evening,TPL_0041|evening,"TPL_0026 (posterior_mean=0.611, label=GOOD) replaced by TPL_0041 (posterior_mean=0.472, label=NEUTRAL) in Lost Customers."
slot,US_2_slot2,Lost Customers,2.0,slot_dropped,slot_dropped_by_frequency_guardrail,TPL_0027|evening,null,Slot was active in iter0 (TPL_0027 at evening) but removed in iter1. Frequency guardrail reduced total notifications for Lost Customers.
slot,US_2_slot3,Lost Customers,3.0,slot_dropped,slot_dropped_by_frequency_guardrail,TPL_0028|mid_morning,null,Slot was active in iter0 (TPL_0028 at mid_morning) but removed in iter1. Frequency guardrail reduced total notifications for Lost Customers.
slot,US_45_slot1,Lost Customers,1.0,template_replaced,old_pm=0.611;new_pm=0.472,TPL_0026|night,TPL_0041|night,"TPL_0026 (posterior_mean=0.611, label=GOOD) replaced by TPL_0041 (posterior_mean=0.472, label=NEUTRAL) in Lost Customers."
slot,US_45_slot2,Lost Customers,2.0,slot_dropped,slot_dropped_by_frequency_guardrail,TPL_0027|night,null,Slot was active in iter0 (TPL_0027 at night) but removed in iter1. Frequency guardrail reduced total notifications for Lost Customers.
slot,US_45_slot3,Lost Customers,3.0,slot_dropped,slot_dropped_by_frequency_guardrail,TPL_0028|mid_morning,null,Slot was active in iter0 (TPL_0028 at mid_morning) but removed in iter1. Frequency guardrail reduced total notifications for Lost Customers.
slot,US_47_slot1,Lost Customers,1.0,template_and_window_updated,old_arm_label=GOOD;old_ctr=0.537;new_pm=0.472,TPL_0026|night,TPL_0041|early_morning,"TPL_0026 at night had CTR=53.7% (label=GOOD in Lost Customers). Replaced by TPL_0041 at early_morning (posterior_mean=0.472, label=NEUTRAL)."
slot,US_47_slot2,Lost Customers,2.0,slot_dropped,slot_dropped_by_frequency_guardrail,TPL_0027|night,null,Slot was active in iter0 (TPL_0027 at night) but removed in iter1. Frequency guardrail reduced total notifications for Lost Customers.
slot,US_47_slot3,Lost Customers,3.0,slot_dropped,slot_dropped_by_frequency_guardrail,TPL_0028|mid_morning,null,Slot was active in iter0 (TPL_0028 at mid_morning) but removed in iter1. Frequency guardrail reduced total notifications for Lost Customers.
slot,US_54_slot1,Lost Customers,1.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.472,TPL_0026|mid_morning,TPL_0041|night,"TPL_0026 at mid_morning had CTR=0.0% (label=UNKNOWN in Lost Customers). Replaced by TPL_0041 at night (posterior_mean=0.472, label=NEUTRAL)."
slot,US_54_slot2,Lost Customers,2.0,slot_dropped,slot_dropped_by_frequency_guardrail,TPL_0027|mid_morning,null,Slot was active in iter0 (TPL_0027 at mid_morning) but removed in iter1. Frequency guardrail reduced total notifications for Lost Customers.
slot,US_54_slot3,Lost Customers,3.0,slot_dropped,slot_dropped_by_frequency_guardrail,TPL_0028|night,null,Slot was active in iter0 (TPL_0028 at night) but removed in iter1. Frequency guardrail reduced total notifications for Lost Customers.
slot,US_5_slot1,Lost Customers,1.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.472,TPL_0026|mid_morning,TPL_0041|evening,"TPL_0026 at mid_morning had CTR=0.0% (label=UNKNOWN in Lost Customers). Replaced by TPL_0041 at evening (posterior_mean=0.472, label=NEUTRAL)."
slot,US_5_slot2,Lost Customers,2.0,slot_dropped,slot_dropped_by_frequency_guardrail,TPL_0027|mid_morning,null,Slot was active in iter0 (TPL_0027 at mid_morning) but removed in iter1. Frequency guardrail reduced total notifications for Lost Customers.
slot,US_5_slot3,Lost Customers,3.0,slot_dropped,slot_dropped_by_frequency_guardrail,TPL_0028|night,null,Slot was active in iter0 (TPL_0028 at night) but removed in iter1. Frequency guardrail reduced total notifications for Lost Customers.
slot,US_18_slot1,Slipping Subscribers,1.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.583,TPL_0056|evening,TPL_0046|late_afternoon,"TPL_0056 at evening had CTR=0.0% (label=UNKNOWN in Slipping Subscribers). Replaced by TPL_0046 at late_afternoon (posterior_mean=0.583, label=GOOD)."
slot,US_18_slot2,Slipping Subscribers,2.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.583,TPL_0057|evening,TPL_0047|late_afternoon,"TPL_0057 at evening had CTR=0.0% (label=UNKNOWN in Slipping Subscribers). Replaced by TPL_0047 at late_afternoon (posterior_mean=0.583, label=GOOD)."
slot,US_18_slot3,Slipping Subscribers,3.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.583,TPL_0058|evening,TPL_0048|night,"TPL_0058 at evening had CTR=0.0% (label=UNKNOWN in Slipping Subscribers). Replaced by TPL_0048 at night (posterior_mean=0.583, label=GOOD)."
slot,US_18_slot4,Slipping Subscribers,4.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.500,TPL_0059|afternoon,TPL_0049|late_afternoon,"TPL_0059 at afternoon had CTR=0.0% (label=UNKNOWN in Slipping Subscribers). Replaced by TPL_0049 at late_afternoon (posterior_mean=0.500, label=NEUTRAL)."
slot,US_18_slot5,Slipping Subscribers,5.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.500,TPL_0060|late_afternoon,TPL_0050|early_morning,"TPL_0060 at late_afternoon had CTR=0.0% (label=UNKNOWN in Slipping Subscribers). Replaced by TPL_0050 at early_morning (posterior_mean=0.500, label=NEUTRAL)."
slot,US_22_slot1,Slipping Subscribers,1.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.583,TPL_0056|evening,TPL_0046|night,"TPL_0056 at evening had CTR=0.0% (label=UNKNOWN in Slipping Subscribers). Replaced by TPL_0046 at night (posterior_mean=0.583, label=GOOD)."
slot,US_22_slot2,Slipping Subscribers,2.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.583,TPL_0057|evening,TPL_0047|late_afternoon,"TPL_0057 at evening had CTR=0.0% (label=UNKNOWN in Slipping Subscribers). Replaced by TPL_0047 at late_afternoon (posterior_mean=0.583, label=GOOD)."
slot,US_22_slot3,Slipping Subscribers,3.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.583,TPL_0058|evening,TPL_0048|mid_morning,"TPL_0058 at evening had CTR=0.0% (label=UNKNOWN in Slipping Subscribers). Replaced by TPL_0048 at mid_morning (posterior_mean=0.583, label=GOOD)."
slot,US_22_slot4,Slipping Subscribers,4.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.500,TPL_0059|afternoon,TPL_0049|early_morning,"TPL_0059 at afternoon had CTR=0.0% (label=UNKNOWN in Slipping Subscribers). Replaced by TPL_0049 at early_morning (posterior_mean=0.500, label=NEUTRAL)."
slot,US_22_slot5,Slipping Subscribers,5.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.500,TPL_0060|late_afternoon,TPL_0050|afternoon,"TPL_0060 at late_afternoon had CTR=0.0% (label=UNKNOWN in Slipping Subscribers). Replaced by TPL_0050 at afternoon (posterior_mean=0.500, label=NEUTRAL)."
slot,US_35_slot1,Slipping Subscribers,1.0,window_shifted,old_arm_label=GOOD;old_ctr=0.648;new_posterior=0.500,TPL_0046|evening,TPL_0046|mid_morning,"TPL_0046 at evening had CTR=64.8% (label=GOOD in Slipping Subscribers). Thompson Sampling shifted to mid_morning (posterior_mean=0.500, CTR=0.0%)."
slot,US_35_slot2,Slipping Subscribers,2.0,window_shifted,old_arm_label=GOOD;old_ctr=0.573;new_posterior=0.500,TPL_0047|evening,TPL_0047|mid_morning,"TPL_0047 at evening had CTR=57.3% (label=GOOD in Slipping Subscribers). Thompson Sampling shifted to mid_morning (posterior_mean=0.500, CTR=0.0%)."
slot,US_35_slot5,Slipping Subscribers,5.0,window_shifted,old_arm_label=NEUTRAL;old_ctr=0.342;new_posterior=0.500,TPL_0050|late_afternoon,TPL_0050|mid_morning,"TPL_0050 at late_afternoon had CTR=34.2% (label=NEUTRAL in Slipping Subscribers). Thompson Sampling shifted to mid_morning (posterior_mean=0.500, CTR=0.0%)."
slot,US_4_slot1,Slipping Subscribers,1.0,window_shifted,old_arm_label=GOOD;old_ctr=0.640;new_posterior=0.667,TPL_0046|late_afternoon,TPL_0046|afternoon,"TPL_0046 at late_afternoon had CTR=64.0% (label=GOOD in Slipping Subscribers). Thompson Sampling shifted to afternoon (posterior_mean=0.667, CTR=64.8%)."
slot,US_4_slot2,Slipping Subscribers,2.0,window_shifted,old_arm_label=GOOD;old_ctr=0.540;new_posterior=0.500,TPL_0047|late_afternoon,TPL_0047|mid_morning,"TPL_0047 at late_afternoon had CTR=54.0% (label=GOOD in Slipping Subscribers). Thompson Sampling shifted to mid_morning (posterior_mean=0.500, CTR=0.0%)."
slot,US_4_slot3,Slipping Subscribers,3.0,window_shifted,old_arm_label=GOOD;old_ctr=0.451;new_posterior=0.667,TPL_0048|late_afternoon,TPL_0048|evening,"TPL_0048 at late_afternoon had CTR=45.1% (label=GOOD in Slipping Subscribers). Thompson Sampling shifted to evening (posterior_mean=0.667, CTR=52.8%)."
slot,US_4_slot4,Slipping Subscribers,4.0,window_shifted,old_arm_label=NEUTRAL;old_ctr=0.412;new_posterior=0.500,TPL_0049|evening,TPL_0049|night,"TPL_0049 at evening had CTR=41.2% (label=NEUTRAL in Slipping Subscribers). Thompson Sampling shifted to night (posterior_mean=0.500, CTR=0.0%)."
slot,US_50_slot1,Slipping Subscribers,1.0,window_shifted,old_arm_label=GOOD;old_ctr=0.648;new_posterior=0.667,TPL_0046|evening,TPL_0046|afternoon,"TPL_0046 at evening had CTR=64.8% (label=GOOD in Slipping Subscribers). Thompson Sampling shifted to afternoon (posterior_mean=0.667, CTR=64.8%)."
slot,US_50_slot2,Slipping Subscribers,2.0,window_shifted,old_arm_label=GOOD;old_ctr=0.573;new_posterior=0.667,TPL_0047|evening,TPL_0047|late_afternoon,"TPL_0047 at evening had CTR=57.3% (label=GOOD in Slipping Subscribers). Thompson Sampling shifted to late_afternoon (posterior_mean=0.667, CTR=54.0%)."
slot,US_50_slot3,Slipping Subscribers,3.0,window_shifted,old_arm_label=GOOD;old_ctr=0.528;new_posterior=0.667,TPL_0048|evening,TPL_0048|afternoon,"TPL_0048 at evening had CTR=52.8% (label=GOOD in Slipping Subscribers). Thompson Sampling shifted to afternoon (posterior_mean=0.667, CTR=50.8%)."
slot,US_50_slot4,Slipping Subscribers,4.0,window_shifted,old_arm_label=NEUTRAL;old_ctr=0.410;new_posterior=0.500,TPL_0049|afternoon,TPL_0049|early_morning,"TPL_0049 at afternoon had CTR=41.0% (label=NEUTRAL in Slipping Subscribers). Thompson Sampling shifted to early_morning (posterior_mean=0.500, CTR=0.0%)."
slot,US_50_slot5,Slipping Subscribers,5.0,window_shifted,old_arm_label=NEUTRAL;old_ctr=0.342;new_posterior=0.500,TPL_0050|late_afternoon,TPL_0050|mid_morning,"TPL_0050 at late_afternoon had CTR=34.2% (label=NEUTRAL in Slipping Subscribers). Thompson Sampling shifted to mid_morning (posterior_mean=0.500, CTR=0.0%)."
slot,US_61_slot1,Slipping Subscribers,1.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.583,TPL_0056|afternoon,TPL_0046|evening,"TPL_0056 at afternoon had CTR=0.0% (label=UNKNOWN in Slipping Subscribers). Replaced by TPL_0046 at evening (posterior_mean=0.583, label=GOOD)."
slot,US_61_slot2,Slipping Subscribers,2.0,template_replaced,old_pm=0.500;new_pm=0.583,TPL_0057|afternoon,TPL_0047|afternoon,"TPL_0057 (posterior_mean=0.500, label=) replaced by TPL_0047 (posterior_mean=0.583, label=GOOD) in Slipping Subscribers."
slot,US_61_slot3,Slipping Subscribers,3.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.583,TPL_0058|afternoon,TPL_0048|early_morning,"TPL_0058 at afternoon had CTR=0.0% (label=UNKNOWN in Slipping Subscribers). Replaced by TPL_0048 at early_morning (posterior_mean=0.583, label=GOOD)."
slot,US_61_slot4,Slipping Subscribers,4.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.500,TPL_0059|evening,TPL_0049|night,"TPL_0059 at evening had CTR=0.0% (label=UNKNOWN in Slipping Subscribers). Replaced by TPL_0049 at night (posterior_mean=0.500, label=NEUTRAL)."
slot,US_61_slot5,Slipping Subscribers,5.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.500,TPL_0060|late_afternoon,TPL_0050|evening,"TPL_0060 at late_afternoon had CTR=0.0% (label=UNKNOWN in Slipping Subscribers). Replaced by TPL_0050 at evening (posterior_mean=0.500, label=NEUTRAL)."
user,US_10,Dormant Users,,frequency_reduced,segment_avg_uninstall_rate=0.0209;threshold=0.02,3,1,Guardrail triggered: Dormant Users average uninstall_rate=2.1% exceeded 2% threshold. Notifications reduced from 3 to 1/day.
user,US_11,Dormant Users,,frequency_reduced,segment_avg_uninstall_rate=0.0209;threshold=0.02,3,1,Guardrail triggered: Dormant Users average uninstall_rate=2.1% exceeded 2% threshold. Notifications reduced from 3 to 1/day.
user,US_34,Dormant Users,,frequency_reduced,segment_avg_uninstall_rate=0.0209;threshold=0.02,3,1,Guardrail triggered: Dormant Users average uninstall_rate=2.1% exceeded 2% threshold. Notifications reduced from 3 to 1/day.
user,US_42,Dormant Users,,frequency_reduced,segment_avg_uninstall_rate=0.0209;threshold=0.02,3,1,Guardrail triggered: Dormant Users average uninstall_rate=2.1% exceeded 2% threshold. Notifications reduced from 3 to 1/day.
user,US_46,Dormant Users,,frequency_reduced,segment_avg_uninstall_rate=0.0209;threshold=0.02,3,1,Guardrail triggered: Dormant Users average uninstall_rate=2.1% exceeded 2% threshold. Notifications reduced from 3 to 1/day.
user,US_57,Dormant Users,,frequency_reduced,segment_avg_uninstall_rate=0.0209;threshold=0.02,3,1,Guardrail triggered: Dormant Users average uninstall_rate=2.1% exceeded 2% threshold. Notifications reduced from 3 to 1/day.
user,US_58,Dormant Users,,frequency_reduced,segment_avg_uninstall_rate=0.0209;threshold=0.02,3,1,Guardrail triggered: Dormant Users average uninstall_rate=2.1% exceeded 2% threshold. Notifications reduced from 3 to 1/day.
user,US_7,Dormant Users,,frequency_reduced,segment_avg_uninstall_rate=0.0209;threshold=0.02,3,1,Guardrail triggered: Dormant Users average uninstall_rate=2.1% exceeded 2% threshold. Notifications reduced from 3 to 1/day.
user,US_15,Lost Customers,,frequency_reduced,segment_avg_uninstall_rate=0.0221;threshold=0.02,3,1,Guardrail triggered: Lost Customers average uninstall_rate=2.2% exceeded 2% threshold. Notifications reduced from 3 to 1/day.
user,US_2,Lost Customers,,frequency_reduced,segment_avg_uninstall_rate=0.0221;threshold=0.02,3,1,Guardrail triggered: Lost Customers average uninstall_rate=2.2% exceeded 2% threshold. Notifications reduced from 3 to 1/day.
user,US_20,Lost Customers,,frequency_reduced,segment_avg_uninstall_rate=0.0221;threshold=0.02,3,1,Guardrail triggered: Lost Customers average uninstall_rate=2.2% exceeded 2% threshold. Notifications reduced from 3 to 1/day.
user,US_28,Lost Customers,,frequency_reduced,segment_avg_uninstall_rate=0.0221;threshold=0.02,3,1,Guardrail triggered: Lost Customers average uninstall_rate=2.2% exceeded 2% threshold. Notifications reduced from 3 to 1/day.
user,US_45,Lost Customers,,frequency_reduced,segment_avg_uninstall_rate=0.0221;threshold=0.02,3,1,Guardrail triggered: Lost Customers average uninstall_rate=2.2% exceeded 2% threshold. Notifications reduced from 3 to 1/day.
user,US_47,Lost Customers,,frequency_reduced,segment_avg_uninstall_rate=0.0221;threshold=0.02,3,1,Guardrail triggered: Lost Customers average uninstall_rate=2.2% exceeded 2% threshold. Notifications reduced from 3 to 1/day.
user,US_5,Lost Customers,,frequency_reduced,segment_avg_uninstall_rate=0.0221;threshold=0.02,3,1,Guardrail triggered: Lost Customers average uninstall_rate=2.2% exceeded 2% threshold. Notifications reduced from 3 to 1/day.
user,US_54,Lost Customers,,frequency_reduced,segment_avg_uninstall_rate=0.0221;threshold=0.02,3,1,Guardrail triggered: Lost Customers average uninstall_rate=2.2% exceeded 2% threshold. Notifications reduced from 3 to 1/day.
template,TPL_0025,Dormant Users,,template_fully_suppressed,all_arms_BAD=True;n_arms=4;min_ctr=0.0050;max_ctr=0.0480,active,suppressed,"TPL_0025 fully suppressed in Dormant Users: all 4 observed arms (windows: afternoon, early_morning, evening, night) were BAD. CTR range: 0.5%–4.8%. Template will not appear in iter1 schedule."
template,TPL_0045,Lost Customers,,template_fully_suppressed,all_arms_BAD=True;n_arms=4;min_ctr=0.0339;max_ctr=0.0480,active,suppressed,"TPL_0045 fully suppressed in Lost Customers: all 4 observed arms (windows: afternoon, evening, mid_morning, night) were BAD. CTR range: 3.4%–4.8%. Template will not appear in iter1 schedule."
timing,timing_Dormant_Users,Dormant Users,,top_window_shifted,iter0_top_window=early_morning;iter0_ctr=0.0563;iter1_top_window=mid_morning;iter1_ctr=0.5000,early_morning|ctr=0.0563,mid_morning|ctr=0.5000,Dormant Users top notification window shifted from early_morning to mid_morning. Expected CTR improved: 5.6% → 50.0% (+44.4pp). Beta posteriors confirmed mid_morning as higher-performing window.
timing,timing_Flight-Risk_Subscribers,Flight-Risk Subscribers,,top_window_shifted,iter0_top_window=evening;iter0_ctr=0.3808;iter1_top_window=afternoon;iter1_ctr=0.6667,evening|ctr=0.3808,afternoon|ctr=0.6667,Flight-Risk Subscribers top notification window shifted from evening to afternoon. Expected CTR improved: 38.1% → 66.7% (+28.6pp). Beta posteriors confirmed afternoon as higher-performing window.
timing,timing_Gamified_Competitors,Gamified Competitors,,top_window_shifted,iter0_top_window=evening;iter0_ctr=0.3760;iter1_top_window=late_afternoon;iter1_ctr=0.6667,evening|ctr=0.3760,late_afternoon|ctr=0.6667,Gamified Competitors top notification window shifted from evening to late_afternoon. Expected CTR improved: 37.6% → 66.7% (+29.1pp). Beta posteriors confirmed late_afternoon as higher-performing window.
timing,timing_High-Intent_Trialists,High-Intent Trialists,,top_window_shifted,iter0_top_window=evening;iter0_ctr=0.3563;iter1_top_window=mid_morning;iter1_ctr=0.5333,evening|ctr=0.3563,mid_morning|ctr=0.5333,High-Intent Trialists top notification window shifted from evening to mid_morning. Expected CTR improved: 35.6% → 53.3% (+17.7pp). Beta posteriors confirmed mid_morning as higher-performing window.
timing,timing_Lost_Customers,Lost Customers,,top_window_shifted,iter0_top_window=mid_morning;iter0_ctr=0.1335;iter1_top_window=early_morning;iter1_ctr=0.5000,mid_morning|ctr=0.1335,early_morning|ctr=0.5000,Lost Customers top notification window shifted from mid_morning to early_morning. Expected CTR improved: 13.4% → 50.0% (+36.6pp). Beta posteriors confirmed early_morning as higher-performing window.
timing,timing_Slipping_Subscribers,Slipping Subscribers,,top_window_shifted,iter0_top_window=evening;iter0_ctr=0.5172;iter1_top_window=afternoon;iter1_ctr=0.6000,evening|ctr=0.5172,afternoon|ctr=0.6000,Slipping Subscribers top notification window shifted from evening to afternoon. Expected CTR improved: 51.7% → 60.0% (+8.3pp). Beta posteriors confirmed afternoon as higher-performing window.
segment,AI-Powered Learners,AI-Powered Learners,,segment_summary,slot_changes=23;window_shifts=0;template_updates=23;freq_reductions=0;templates_suppressed=0;ctr_delta_pp=+26.77,ctr=0.3990,ctr=0.6667,"AI-Powered Learners: 23 slot-level changes (0 window shifts, 23 template updates). 0 users had frequency reduced by guardrail. 0 templates fully suppressed. Top-window expected CTR improved: 39.9% → 66.7% (+26.8pp)."
segment,At-Risk Trialists,At-Risk Trialists,,segment_summary,slot_changes=18;window_shifts=0;template_updates=18;freq_reductions=0;templates_suppressed=0;ctr_delta_pp=+15.33,ctr=0.3800,ctr=0.5333,"At-Risk Trialists: 18 slot-level changes (0 window shifts, 18 template updates). 0 users had frequency reduced by guardrail. 0 templates fully suppressed. Top-window expected CTR improved: 38.0% → 53.3% (+15.3pp)."
segment,Community Builders,Community Builders,,segment_summary,slot_changes=10;window_shifts=0;template_updates=10;freq_reductions=0;templates_suppressed=0;ctr_delta_pp=+9.67,ctr=0.5700,ctr=0.6667,"Community Builders: 10 slot-level changes (0 window shifts, 10 template updates). 0 users had frequency reduced by guardrail. 0 templates fully suppressed. Top-window expected CTR improved: 57.0% → 66.7% (+9.7pp)."
segment,Core Curriculum Users,Core Curriculum Users,,segment_summary,slot_changes=5;window_shifts=0;template_updates=5;freq_reductions=0;templates_suppressed=0;ctr_delta_pp=+14.57,ctr=0.5210,ctr=0.6667,"Core Curriculum Users: 5 slot-level changes (0 window shifts, 5 template updates). 0 users had frequency reduced by guardrail. 0 templates fully suppressed. Top-window expected CTR improved: 52.1% → 66.7% (+14.6pp)."
segment,Dormant Users,Dormant Users,,segment_summary,slot_changes=24;window_shifts=0;template_updates=8;freq_reductions=8;templates_suppressed=1;ctr_delta_pp=+44.37,ctr=0.0563,ctr=0.5000,"Dormant Users: 24 slot-level changes (0 window shifts, 8 template updates). 8 users had frequency reduced by guardrail. 1 templates fully suppressed. Top-window expected CTR improved: 5.6% → 50.0% (+44.4pp)."
segment,Flight-Risk Subscribers,Flight-Risk Subscribers,,segment_summary,slot_changes=48;window_shifts=0;template_updates=48;freq_reductions=0;templates_suppressed=0;ctr_delta_pp=+28.59,ctr=0.3808,ctr=0.6667,"Flight-Risk Subscribers: 48 slot-level changes (0 window shifts, 48 template updates). 0 users had frequency reduced by guardrail. 0 templates fully suppressed. Top-window expected CTR improved: 38.1% → 66.7% (+28.6pp)."
